id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
D000618,26,41,144,0.781933923,28,0.53,0,Steve Daines,R,3,41,0.459349593,30,MT,"[(Armed forces and national security, 16), (Health, 16), (Crime and law enforcement, 15), (Government operations and politics, 13), (Public lands and natural resources, 13)]",Armed forces and national security,16,Health,16,Crime and law enforcement,15,Government operations and politics,13,Public lands and natural resources,13,"[(Government operations and politics, 9), (Public lands and natural resources, 5), (Civil rights and liberties, minority issues, 3), (Taxation, 3), (None, 2)]",Government operations and politics,9,Public lands and natural resources,5,"Civil rights and liberties, minority issues",3,Taxation,3,None,2,303,97.03,red,20,0.634146341,senate,115
G000386,50,62,122,0.86951482,10,0.341,0,Charles Grassley,R,37,62,0.559139785,14,IA,"[(Health, 31), (Crime and law enforcement, 19), (Armed forces and national security, 11), (Government operations and politics, 9), (Finance and financial sector, 7)]",Health,31,Crime and law enforcement,19,Armed forces and national security,11,Government operations and politics,9,Finance and financial sector,7,"[(Crime and law enforcement, 15), (Health, 11), (Government operations and politics, 6), (Education, 5), (Immigration, 4)]",Crime and law enforcement,15,Health,11,Government operations and politics,6,Education,5,Immigration,4,303,97.69,red,20,0.806451613,senate,115
C000174,6,13,129,0.767486583,21,-0.174,1.65,Thomas Carper,D,17,13,0.9,8,DE,"[(Government operations and politics, 23), (Health, 16), (Immigration, 12), (Taxation, 10), (Civil rights and liberties, minority issues, 8)]",Government operations and politics,23,Health,16,Immigration,12,Taxation,10,"Civil rights and liberties, minority issues",8,"[(Health, 3), (Government operations and politics, 2), (Taxation, 2), (Public lands and natural resources, 2), (Education, 2)]",Health,3,Government operations and politics,2,Taxation,2,Public lands and natural resources,2,Education,2,303,91.61,blue,20,0.461538462,senate,115
P000449,21,31,138,0.688899868,47,0.375,0.99,Rob Portman,R,7,31,0.569892473,12,OH,"[(Health, 20), (Taxation, 18), (International affairs, 16), (Crime and law enforcement, 12), (Government operations and politics, 6)]",Health,20,Taxation,18,International affairs,16,Crime and law enforcement,12,Government operations and politics,6,"[(Government operations and politics, 6), (Health, 4), (Crime and law enforcement, 3), (Energy, 3), (Economics and public finance, 2)]",Government operations and politics,6,Health,4,Crime and law enforcement,3,Energy,3,Economics and public finance,2,303,97.67,red,20,0.677419355,senate,115
C001088,19,23,290,0.790517241,14,-0.283,3.3,Christopher Coons,D,9,23,0.926086957,4,DE,"[(International affairs, 56), (Health, 45), (Crime and law enforcement, 34), (Taxation, 22), (Government operations and politics, 19)]",International affairs,56,Health,45,Crime and law enforcement,34,Taxation,22,Government operations and politics,19,"[(Commerce, 4), (Taxation, 4), (Public lands and natural resources, 3), (Law, 2), (International affairs, 2)]",Commerce,4,Taxation,4,Public lands and natural resources,3,,"Law, 2",International affairs,2,303,93.86,blue,20,0.826086957,senate,115
H001075,6,11,164,0.680499531,40,,0.33,Kamala Harris,D,1,11,0.818181818,16,CA,"[(Crime and law enforcement, 20), (Health, 19), (Immigration, 14), (Civil rights and liberties, minority issues, 14), (Labor and employment, 11)]",Crime and law enforcement,20,Health,19,Immigration,14,"Civil rights and liberties, minority issues",14,Labor and employment,11,"[(Crime and law enforcement, 2), (Public lands and natural resources, 2), (Congress, 1), (Water resources development, 1), (Armed forces and national security, 1)]",Crime and law enforcement,2,Public lands and natural resources,2,Congress,1,Water resources development,1,Armed forces and national security,1,303,85.76,blue,20,0.545454545,senate,115
S001141,0,0,1,0.449494949,53,0.549,65,Jeff Sessions,R,21,0,0,53,AL,"[(Public lands and natural resources, 1)]",Public lands and natural resources,1,,,,,,,,,[],,,,,,,,,,,60,90.48,red,20,,senate,115
H001041,33,48,141,0.803352676,20,0.461,3.3,Dean Heller,R,7,48,0.510416667,17,NV,"[(Armed forces and national security, 21), (Health, 15), (Taxation, 15), (Crime and law enforcement, 13), (Finance and financial sector, 11)]",Armed forces and national security,21,Health,15,Taxation,15,Crime and law enforcement,13,Finance and financial sector,11,"[(Armed forces and national security, 12), (Public lands and natural resources, 8), (Taxation, 7), (Finance and financial sector, 4), (Health, 3)]",Armed forces and national security,12,Public lands and natural resources,8,Taxation,7,Finance and financial sector,4,Health,3,303,91.81,red,20,0.6875,senate,115
F000062,12,43,272,0.790038179,15,-0.263,8.25,Dianne Feinstein,D,25,43,0.781395349,21,CA,"[(Crime and law enforcement, 44), (International affairs, 29), (Health, 22), (Government operations and politics, 21), (Armed forces and national security, 19)]",Crime and law enforcement,44,International affairs,29,Health,22,Government operations and politics,21,Armed forces and national security,19,"[(None, 9), (Crime and law enforcement, 6), (Immigration, 5), (Health, 4), (Public lands and natural resources, 4)]",None,9,Crime and law enforcement,6,Immigration,5,Health,4,Public lands and natural resources,4,303,94.96,blue,20,0.279069767,senate,115
Y000064,10,14,103,0.781161126,30,0.489,0.66,Todd Young,R,1,14,0.44047619,38,IN,"[(International affairs, 22), (Health, 14), (Crime and law enforcement, 9), (Taxation, 9), (Labor and employment, 7)]",International affairs,22,Health,14,Crime and law enforcement,9,Taxation,9,Labor and employment,7,"[(International affairs, 4), (Social welfare, 3), (Education, 2), (None, 2), (Finance and financial sector, 1)]",International affairs,4,Social welfare,3,Education,2,None,2,Finance and financial sector,1,303,98.67,red,20,0.714285714,senate,115
I000024,9,16,149,0.755694529,36,0.551,1.32,James Inhofe,R,25,16,0.447916667,35,OK,"[(International affairs, 19), (Armed forces and national security, 16), (Environmental protection, 15), (Health, 13), (Crime and law enforcement, 13)]",International affairs,19,Armed forces and national security,16,Environmental protection,15,Health,13,Crime and law enforcement,13,"[(Energy, 4), (Transportation and public works, 4), (Environmental protection, 2), (Armed forces and national security, 2), (Government operations and politics, 1)]",Energy,4,Transportation and public works,4,Environmental protection,2,Armed forces and national security,2,Government operations and politics,1,303,97.99,red,20,0.5625,senate,115
G000555,14,34,303,0.65017771,48,-0.334,0,Kirsten Gillibrand,D,9,34,0.670588235,36,NY,"[(Health, 48), (Crime and law enforcement, 30), (Taxation, 28), (Government operations and politics, 24), (Armed forces and national security, 23)]",Health,48,Crime and law enforcement,30,Taxation,28,Government operations and politics,24,Armed forces and national security,23,"[(Crime and law enforcement, 4), (Armed forces and national security, 4), (Public lands and natural resources, 3), (Commerce, 2), (Families, 2)]",Crime and law enforcement,4,Armed forces and national security,4,Public lands and natural resources,3,Commerce,2,Families,2,303,79.87,blue,20,0.411764706,senate,115
W000805,22,28,127,0.775605694,20,-0.197,2.31,Mark Warner,D,9,28,0.825,14,VA,"[(Health, 12), (Government operations and politics, 11), (Armed forces and national security, 10), (Finance and financial sector, 10), (Taxation, 9)]",Health,12,Government operations and politics,11,Armed forces and national security,10,Finance and financial sector,10,Taxation,9,"[(Health, 6), (Taxation, 5), (Government operations and politics, 3), (Education, 3), (Armed forces and national security, 3)]",Health,6,Taxation,5,Government operations and politics,3,Education,3,Armed forces and national security,3,303,88.18,blue,20,0.785714286,senate,115
P000595,17,26,224,0.785010302,17,-0.232,0.99,Gary Peters,D,3,26,0.715384615,30,MI,"[(Armed forces and national security, 32), (International affairs, 22), (Taxation, 21), (Health, 20), (Government operations and politics, 16)]",Armed forces and national security,32,International affairs,22,Taxation,21,Health,20,Government operations and politics,16,"[(Government operations and politics, 4), (Armed forces and national security, 3), (Finance and financial sector, 2), (Commerce, 2), (Crime and law enforcement, 2)]",Government operations and politics,4,Armed forces and national security,3,Finance and financial sector,2,Commerce,2,Crime and law enforcement,2,303,93,blue,20,0.653846154,senate,115
M000133,8,40,295,0.661831812,45,-0.5,0.33,Edward Markey,D,5,40,0.6225,42,MA,"[(Health, 33), (International affairs, 32), (Government operations and politics, 25), (Crime and law enforcement, 25), (Armed forces and national security, 22)]",Health,33,International affairs,32,Government operations and politics,25,Crime and law enforcement,25,Armed forces and national security,22,"[(International affairs, 8), (Transportation and public works, 5), (Energy, 5), (Armed forces and national security, 4), (Science, technology, communications, 4)]",International affairs,8,Transportation and public works,5,Energy,5,Armed forces and national security,4,"Science, technology, communications",4,303,88.41,blue,20,0.2,senate,115
C001098,8,36,124,0.873615184,9,0.884,2.31,Ted Cruz,R,5,36,0.458333333,32,TX,"[(Crime and law enforcement, 26), (International affairs, 21), (Armed forces and national security, 7), (Health, 6), (Congress, 6)]",Crime and law enforcement,26,International affairs,21,Armed forces and national security,7,Health,6,Congress,6,"[(International affairs, 10), (Health, 4), (Government operations and politics, 3), (Immigration, 3), (None, 3)]",International affairs,10,Health,4,Government operations and politics,3,Immigration,3,None,3,303,97.3,red,20,0.222222222,senate,115
C001095,3,15,143,0.754397118,37,0.619,0,Tom Cotton,R,3,15,0.333333333,48,AR,"[(Armed forces and national security, 22), (Health, 21), (International affairs, 18), (Finance and financial sector, 12), (Crime and law enforcement, 9)]",Armed forces and national security,22,Health,21,International affairs,18,Finance and financial sector,12,Crime and law enforcement,9,"[(Armed forces and national security, 3), (International affairs, 3), (Animals, 2), (Immigration, 2), (Crime and law enforcement, 1)]",Armed forces and national security,3,International affairs,3,Animals,2,Immigration,2,Crime and law enforcement,1,303,97.69,red,20,0.2,senate,115
B000944,16,41,294,0.717209576,33,-0.44,0,Sherrod Brown,D,11,41,0.643902439,39,OH,"[(Health, 55), (Armed forces and national security, 43), (Taxation, 33), (Government operations and politics, 21), (Labor and employment, 21)]",Health,55,Armed forces and national security,43,Taxation,33,Government operations and politics,21,Labor and employment,21,"[(Taxation, 12), (Health, 10), (Labor and employment, 3), (Armed forces and national security, 3), (None, 2)]",Taxation,12,Health,10,Labor and employment,3,Armed forces and national security,3,None,2,303,94.72,blue,20,0.390243902,senate,115
C000141,22,54,190,0.735880567,28,-0.329,0,Benjamin Cardin,D,11,54,0.777777778,22,MD,"[(Health, 35), (International affairs, 25), (Taxation, 23), (Government operations and politics, 13), (Armed forces and national security, 11)]",Health,35,International affairs,25,Taxation,23,Government operations and politics,13,Armed forces and national security,11,"[(International affairs, 22), (Health, 6), (Government operations and politics, 5), (Public lands and natural resources, 4), (Taxation, 3)]",International affairs,22,Health,6,Government operations and politics,5,Public lands and natural resources,4,Taxation,3,303,96.7,blue,20,0.407407407,senate,115
H001061,9,20,84,0.813371813,14,0.338,1.32,John Hoeven,R,7,20,0.491666667,22,ND,"[(Health, 11), (Taxation, 10), (Armed forces and national security, 9), (Crime and law enforcement, 8), (International affairs, 6)]",Health,11,Taxation,10,Armed forces and national security,9,Crime and law enforcement,8,International affairs,6,"[(Native Americans, 7), (Agriculture and food, 2), (Public lands and natural resources, 2), (Armed forces and national security, 2), (Taxation, 2)]",Native Americans,7,Agriculture and food,2,Public lands and natural resources,2,Armed forces and national security,2,Taxation,2,303,99.33,red,20,0.45,senate,115
R000122,10,20,176,0.672749126,43,-0.39,0,Jack Reed,D,21,20,0.735,27,RI,"[(Health, 21), (Taxation, 21), (Education, 16), (International affairs, 15), (Government operations and politics, 12)]",Health,21,Taxation,21,Education,16,International affairs,15,Government operations and politics,12,"[(Finance and financial sector, 5), (Armed forces and national security, 3), (Education, 3), (Health, 2), (Taxation, 2)]",Finance and financial sector,5,Armed forces and national security,3,Education,3,Health,2,Taxation,2,303,95.71,blue,20,0.5,senate,115
M000639,10,34,190,0.737206478,27,-0.36,26.73,Robert Menendez,D,12,34,0.829411765,13,NJ,"[(International affairs, 38), (Health, 18), (Armed forces and national security, 15), (Crime and law enforcement, 13), (Taxation, 12)]",International affairs,38,Health,18,Armed forces and national security,15,Crime and law enforcement,13,Taxation,12,"[(International affairs, 6), (Taxation, 4), (Health, 4), (Finance and financial sector, 3), (Civil rights and liberties, minority issues, 3)]",International affairs,6,Taxation,4,Health,4,Finance and financial sector,3,"Civil rights and liberties, minority issues",3,303,94.59,blue,20,0.294117647,senate,115
H001069,10,23,135,0.903190883,4,-0.129,0.33,Heidi Heitkamp,D,5,23,0.860869565,10,ND,"[(Health, 21), (Taxation, 14), (Finance and financial sector, 11), (Crime and law enforcement, 10), (Armed forces and national security, 8)]",Health,21,Taxation,14,Finance and financial sector,11,Crime and law enforcement,10,Armed forces and national security,8,"[(Health, 5), (Taxation, 4), (Native Americans, 3), (Finance and financial sector, 2), (Government operations and politics, 2)]",Health,5,Taxation,4,Native Americans,3,Finance and financial sector,2,Government operations and politics,2,303,78.81,blue,20,0.434782609,senate,115
